Solvent,Temperature (°C),Solubility (%)
tert-butanol,150,61.76554178
tert-butanol,145,52.88118015
tert-butanol,140,44.04957709
tert-butanol,135,36.06298685
tert-butanol,130,29.29776582
tert-butanol,125,23.75238297
tert-butanol,120,19.26100202
tert-butanol,115,15.63099524
tert-butanol,110,12.69247541
tert-butanol,105,10.30714225
tert-butanol,100,8.36605046
tert-butanol,95,6.78350834
tert-butanol,90,5.49177202
tert-butanol,85,4.43702122
tert-butanol,80,3.57602576
tert-butanol,75,2.87385592
tert-butanol,70,2.30209113
tert-butanol,65,1.83745871
tert-butanol,60,1.46083657
tert-butanol,55,1.15645692
tert-butanol,50,0.91129401
tert-butanol,45,0.71457032
tert-butanol,40,0.55737032
tert-butanol,35,0.43232155
tert-butanol,30,0.33333527
tert-butanol,25,0.25539255
thf,160,83.00554349
thf,155,79.33165820
thf,150,75.46482640
thf,145,71.40779306
thf,140,67.17008459
thf,135,62.76995503
thf,130,58.23654165
thf,125,53.61095714
thf,120,48.94608133
thf,115,44.30432410
thf,110,39.75329476
thf,105,35.36001421
thf,100,31.18491897
thf,95,27.27702775
thf,90,23.67118430
thf,85,20.38754321
thf,80,17.43283905
thf,75,14.80268920
thf,70,12.48433501
thf,65,10.45908800
thf,60,8.70461529
thf,55,7.19665523
thf,50,5.91033211
thf,45,4.82112315
thf,40,3.90548701
thf,35,3.14131751
thf,30,2.50819508
thf,25,1.98752074
thp,160,80.51323804
thp,155,76.51840822
thp,150,72.39703760
thp,145,68.16243972
thp,140,63.83298335
thp,135,59.43265869
thp,130,54.99141995
thp,125,50.54496121
thp,120,46.13386360
thp,115,41.80200967
thp,110,37.59434379
thp,105,33.55422328
thp,100,29.72073749
thp,95,26.12640822
thp,90,22.79560274
thp,85,19.74382174
thp,80,16.97783610
thp,75,14.49650104
thp,70,12.29200655
thp,65,10.35132430
thp,60,8.65765850
thp,55,7.19176760
thp,50,5.93311484
thp,45,4.86074958
thp,40,3.95403619
thp,35,3.19315923
thp,30,2.55947754
thp,25,2.03574877
toluene,160,78.89939463
toluene,155,74.49281876
toluene,150,69.91523395
toluene,145,65.18117227
toluene,140,60.31447936
toluene,135,55.35100696
toluene,130,50.34009506
toluene,125,45.34417757
toluene,120,40.43678056
toluene,115,35.69665899
toluene,110,31.19995441
toluene,105,27.01175322
toluene,100,23.17947351
toluene,95,19.72972414
toluene,90,16.66925190
toluene,85,13.98796315
toluene,80,11.66392959
toluene,75,9.66787320
toluene,70,7.96703947
toluene,65,6.52783708
toluene,60,5.31776559
toluene,55,4.30644544
toluene,50,3.46617565
toluene,45,2.77209633
toluene,40,2.20219264
toluene,35,1.73714366
toluene,30,1.36011888
toluene,25,1.05655227
triethylamine,160,78.34136663
triethylamine,155,74.19814323
triethylamine,150,70.02308981
triethylamine,145,65.83260635
triethylamine,140,61.64450284
triethylamine,135,57.47783049
triethylamine,130,53.35268162
triethylamine,125,49.28991727
triethylamine,120,45.31082095
triethylamine,115,41.43672267
triethylamine,110,37.68834679
triethylamine,105,34.08557578
triethylamine,100,30.64670712
triethylamine,95,27.38798123
triethylamine,90,24.32309976
triethylamine,85,21.46282276
triethylamine,80,18.81467450
triethylamine,75,16.38278073
triethylamine,70,14.16784188
triethylamine,65,12.16728986
triethylamine,60,10.37548575
triethylamine,55,8.78412872
triethylamine,50,7.38268427
triethylamine,45,6.15887306
triethylamine,40,5.09917312
triethylamine,35,4.18930657
triethylamine,30,3.41468738
triethylamine,25,2.76081386
h2o,160,0.00000200
h2o,155,0.00000139
h2o,150,0.00000097
h2o,145,0.00000067
h2o,140,0.00000046
h2o,135,0.00000032
h2o,130,0.00000022
h2o,125,0.00000015
h2o,120,0.00000010
h2o,115,0.00000007
h2o,110,0.00000005
h2o,105,0.00000003
h2o,100,0.00000002
h2o,95,0.00000002
h2o,90,0.00000001
h2o,85,0.00000001
h2o,80,0.00000001
h2o,75,0.00000000
h2o,70,0.00000000
h2o,65,0.00000000
h2o,60,0.00000000
h2o,55,0.00000000
h2o,50,0.00000000
h2o,45,0.00000000
h2o,40,0.00000000
h2o,35,0.00000000
h2o,30,0.00000000
h2o,25,0.00000000
h2o,160,0.00000200
h2o,155,0.00000139
h2o,150,0.00000097
h2o,145,0.00000067
h2o,140,0.00000046
h2o,135,0.00000032
h2o,130,0.00000022
h2o,125,0.00000015
h2o,120,0.00000010
h2o,115,0.00000007
h2o,110,0.00000005
h2o,105,0.00000003
h2o,100,0.00000002
h2o,95,0.00000002
h2o,90,0.00000001
h2o,85,0.00000001
h2o,80,0.00000001
h2o,75,0.00000000
h2o,70,0.00000000
h2o,65,0.00000000
h2o,60,0.00000000
h2o,55,0.00000000
h2o,50,0.00000000
h2o,45,0.00000000
h2o,40,0.00000000
h2o,35,0.00000000
h2o,30,0.00000000
h2o,25,0.00000000
h2o,160,0.00000200
h2o,155,0.00000139
h2o,150,0.00000097
h2o,145,0.00000067
h2o,140,0.00000046
h2o,135,0.00000032
h2o,130,0.00000022
h2o,125,0.00000015
h2o,120,0.00000010
h2o,115,0.00000007
h2o,110,0.00000005
h2o,105,0.00000003
h2o,100,0.00000002
h2o,95,0.00000002
h2o,90,0.00000001
h2o,85,0.00000001
h2o,80,0.00000001
h2o,75,0.00000000
h2o,70,0.00000000
h2o,65,0.00000000
h2o,60,0.00000000
h2o,55,0.00000000
h2o,50,0.00000000
h2o,45,0.00000000
h2o,40,0.00000000
h2o,35,0.00000000
h2o,30,0.00000000
h2o,25,0.00000000
"1,4-dimethylbenzene",160,76.48110522
"1,4-dimethylbenzene",155,71.79094507
"1,4-dimethylbenzene",150,67.00773535
"1,4-dimethylbenzene",145,62.15836687
"1,4-dimethylbenzene",140,57.27685835
"1,4-dimethylbenzene",135,52.40436119
