Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,delta_mu
isopropylamine,313.15,-28.36744033,-29.93218645,707.36,59.1106,REF,-3.19611246,0.0108427605,-2.12042426,-1.5647461199999988
isopropylamine,308.15,-28.73788959,-30.21910566,711.49,59.1106,REF,-3.39101544,0.0069477411,-2.31197642,-1.4812160699999986
isopropylamine,303.15,-29.11061966,-30.50515607,715.66,59.1106,REF,-3.59461828,0.0043581856,-2.51249584,-1.3945364100000006
isopropylamine,298.15,-29.48560345,-30.79107846,719.87,59.1106,REF,-3.80679582,0.0026780442,-2.72177195,-1.305475010000002
methanol,403.15,-22.12730948,-19.42805558,663.69,32.042,REF,-3.64111303,0.0072028242,-2.32649315,2.699253900000002
methanol,398.15,-22.45099291,-19.57542386,667.37,32.042,REF,-3.84847741,0.0044801253,-2.53084409,2.8755690499999993
methanol,393.15,-22.77754467,-19.7286,671.08,32.042,REF,-4.05948218,0.0027606488,-2.73905224,3.048944670000001
methanol,388.15,-23.10693885,-19.88784716,674.83,32.042,REF,-4.27410527,0.001685936,-2.95101332,3.219091689999999
methanol,383.15,-23.4391479,-20.05345313,678.61,32.042,REF,-4.49230848,0.0010207468,-3.16663557,3.385694769999997
methanol,378.15,-23.77414272,-20.22573191,682.44,32.042,REF,-4.71403551,0.000612862,-3.38582817,3.54841081
methanol,373.15,-24.11189277,-20.40502023,686.31,32.042,REF,-4.93921293,0.0003649973,-3.60849561,3.706872539999999
methanol,368.15,-24.45236622,-20.59167154,690.22,32.042,REF,-5.1677526,0.0002156814,-3.83453582,3.860694679999998
methanol,363.15,-24.79553009,-20.78604893,694.17,32.042,REF,-5.39955503,0.0001264876,-4.06384053,4.00948116
methanol,358.15,-25.14135041,-20.98851808,698.16,32.042,REF,-5.63451303,7.36397e-05,-4.29629704,4.1528323300000025
methanol,353.15,-25.4897924,-21.19944058,702.19,32.042,REF,-5.87251531,4.25719e-05,-4.53179069,4.290351819999998
methanol,348.15,-25.84082069,-21.41916782,706.27,32.042,REF,-6.11345028,2.44453e-05,-4.77020774,4.421652870000003
methanol,343.15,-26.1943995,-21.6480357,710.39,32.042,REF,-6.35720939,1.39457e-05,-5.01143833,4.546363799999998
methanol,338.15,-26.55049287,-21.88636003,714.55,32.042,REF,-6.60369058,7.906097e-06,-5.25537955,4.664132840000001
methanol,333.15,-26.90906493,-22.13443284,718.76,32.042,REF,-6.85280132,4.455053e-06,-5.5019383,4.774632090000001
methanol,328.15,-27.27008015,-22.39251925,723.02,32.042,REF,-7.10446156,2.495706e-06,-5.75103416,4.877560899999999
methanol,323.15,-27.63350359,-22.66085535,727.32,32.042,REF,-7.35860637,1.39011e-06,-6.00260191,4.972648240000002
methanol,318.15,-27.99930125,-22.93964624,731.67,32.042,REF,-7.61518863,7.699581e-07,-6.25659421,5.05965501
methanol,313.15,-28.36744033,-23.22906582,736.07,32.042,REF,-7.87418083,4.241066e-07,-6.51298337,5.138374510000002
methanol,308.15,-28.73788959,-23.52925606,740.51,32.042,REF,-8.13557746,2.323157e-07,-6.77176369,5.20863353
methanol,303.15,-29.11061966,-23.84032746,745.01,32.042,REF,-8.39939665,1.265492e-07,-7.03295315,5.2702922
methanol,298.15,-29.48560345,-24.16235995,749.56,32.042,REF,-8.66568182,6.854475e-08,-7.29659502,5.3232435
methanol,403.15,-22.12730948,-19.42805558,663.69,32.042,REF,-3.64111303,0.0072028242,-2.32649315,2.699253900000002
methanol,398.15,-22.45099291,-19.57542386,667.37,32.042,REF,-3.84847741,0.0044801253,-2.53084409,2.8755690499999993
methanol,393.15,-22.77754467,-19.7286,671.08,32.042,REF,-4.05948218,0.0027606488,-2.73905224,3.048944670000001
methanol,388.15,-23.10693885,-19.88784716,674.83,32.042,REF,-4.27410527,0.001685936,-2.95101332,3.219091689999999
methanol,383.15,-23.4391479,-20.05345313,678.61,32.042,REF,-4.49230848,0.0010207468,-3.16663557,3.385694769999997
methanol,378.15,-23.77414272,-20.22573191,682.44,32.042,REF,-4.71403551,0.000612862,-3.38582817,3.54841081
methanol,373.15,-24.11189277,-20.40502023,686.31,32.042,REF,-4.93921293,0.0003649973,-3.60849561,3.706872539999999
methanol,368.15,-24.45236622,-20.59167154,690.22,32.042,REF,-5.1677526,0.0002156814,-3.83453582,3.860694679999998
methanol,363.15,-24.79553009,-20.78604893,694.17,32.042,REF,-5.39955503,0.0001264876,-4.06384053,4.00948116
methanol,358.15,-25.14135041,-20.98851808,698.16,32.042,REF,-5.63451303,7.36397e-05,-4.29629704,4.1528323300000025
methanol,353.15,-25.4897924,-21.19944058,702.19,32.042,REF,-5.87251531,4.25719e-05,-4.53179069,4.290351819999998
methanol,348.15,-25.84082069,-21.41916782,706.27,32.042,REF,-6.11345028,2.44453e-05,-4.77020774,4.421652870000003
methanol,343.15,-26.1943995,-21.6480357,710.39,32.042,REF,-6.35720939,1.39457e-05,-5.01143833,4.546363799999998
methanol,338.15,-26.55049287,-21.88636003,714.55,32.042,REF,-6.60369058,7.906097e-06,-5.25537955,4.664132840000001
methanol,333.15,-26.90906493,-22.13443284,718.76,32.042,REF,-6.85280132,4.455053e-06,-5.5019383,4.774632090000001
methanol,328.15,-27.27008015,-22.39251925,723.02,32.042,REF,-7.10446156,2.495706e-06,-5.75103416,4.877560899999999
methanol,323.15,-27.63350359,-22.66085535,727.32,32.042,REF,-7.35860637,1.39011e-06,-6.00260191,4.972648240000002
methanol,318.15,-27.99930125,-22.93964624,731.67,32.042,REF,-7.61518863,7.699581e-07,-6.25659421,5.05965501
methanol,313.15,-28.36744033,-23.22906582,736.07,32.042,REF,-7.87418083,4.241066e-07,-6.51298337,5.138374510000002
methanol,308.15,-28.73788959,-23.52925606,740.51,32.042,REF,-8.13557746,2.323157e-07,-6.77176369,5.20863353
methanol,303.15,-29.11061966,-23.84032746,745.01,32.042,REF,-8.39939665,1.265492e-07,-7.03295315,5.2702922
methanol,298.15,-29.48560345,-24.16235995,749.56,32.042,REF,-8.66568182,6.854475e-08,-7.29659502,5.3232435
methylacetate,403.15,-22.12730948,-23.67483535,840.34,74.0789,REF,-1.33895559,0.3973427055,-0.42769926,-1.5475258699999976
methylacetate,398.15,-22.45099291,-24.05759016,844.8,74.0789,REF,-1.38820502,0.3693315918,-0.461425,-1.60659725
methylacetate,393.15,-22.77754467,-24.44180139,849.3,74.0789,REF,-1.439492,0.3412075642,-0.4977613,-1.6642567199999974
methylacetate,388.15,-23.10693885,-24.82712363,853.84,74.0789,REF,-1.49307516,0.3130999843,-0.53697755,-1.7201847800000003
methylacetate,383.15,-23.4391479,-25.21322132,858.41,74.0789,REF,-1.54922008,0.2851693488,-0.57935758,-1.7740734200000006
methylacetate,378.15,-23.77414272,-25.59976977,863.01,74.0789,REF,-1.6081992,0.2576058324,-0.62519751,-1.8256270500000014
methylacetate,373.15,-24.11189277,-25.98635599,867.65,74.0789,REF,-1.67035046,0.2306007159,-0.67485306,-1.874463219999999
methylacetate,368.15,-24.45236622,-26.37250088,872.33,74.0789,REF,-1.7360686,0.204353338,-0.72873493,-1.9201346600000022
methylacetate,363.15,-24.79553009,-26.757834,877.04,74.0789,REF,-1.80570404,0.1791063815,-0.78722078,-1.9623039099999993
methylacetate,358.15,-25.14135041,-27.14185431,881.79,74.0789,REF,-1.87970587,0.15508069,-0.85077544,-2.0005038999999982
methylacetate,353.15,-25.4897924,-27.5241453,886.58,74.0789,REF,-1.95849577,0.1325116513,-0.91983948,-2.034352900000002
methylacetate,348.15,-25.84082069,-27.90428912,891.41,74.0789,REF,-2.04252013,0.1116140003,-0.99487083,-2.0634684300000004
methylacetate,343.15,-26.1943995,-28.28194581,896.27,74.0789,REF,-2.13220149,0.0925772887,-1.07629711,-2.0875463100000005
methylacetate,338.15,-26.55049287,-28.656886,901.17,74.0789,REF,-2.22791579,0.0755486587,-1.16448948,-2.1063931300000007
methylacetate,333.15,-26.90906493,-29.02901484,906.12,74.0789,REF,-2.32997335,0.0606160016,-1.25974061,-2.119949909999999
methylacetate,328.15,-27.27008015,-29.39840215,911.1,74.0789,REF,-2.43859396,0.0477971067,-1.36223826,-2.1283220000000007
methylacetate,323.15,-27.63350359,-29.76531596,916.12,74.0789,REF,-2.55387738,0.0370363829,-1.47203596,-2.1318123699999987
methylacetate,318.15,-27.99930125,-30.13017527,921.18,74.0789,REF,-2.67582655,0.0282062837,-1.589077,-2.1308740200000003
methylacetate,313.15,-28.36744033,-30.49354432,926.28,74.0789,REF,-2.80434411,0.0211226024,-1.71319497,-2.1261039900000007
methylacetate,308.15,-28.73788959,-30.85606955,931.42,74.0789,REF,-2.93926916,0.0155632278,-1.84415498,-2.118179959999999
methylacetate,303.15,-29.11061966,-31.21842238,936.6,74.0789,REF,-3.08041354,0.0112900957,-1.98169481,-2.1078027199999987
methylacetate,298.15,-29.48560345,-31.58126027,941.83,74.0789,REF,-3.22758834,0.0080692188,-2.12555585,-2.095656820000002
butanone,403.15,-22.12730948,-23.76065564,716.5,72.1061,REF,-1.29243285,0.431191589,-0.43363225,-1.6333461599999985
butanone,398.15,-22.45099291,-24.15085809,720.38,72.1061,REF,-1.33701002,0.4049546355,-0.46423801,-1.6998651799999998
butanone,393.15,-22.77754467,-24.54298968,724.29,72.1061,REF,-1.38324311,0.3784391712,-0.49696032,-1.7654450100000005
butanone,388.15,-23.10693885,-24.93679978,728.23,72.1061,REF,-1.43132266,0.3517401575,-0.53199585,-1.8298609300000024
butanone,383.15,-23.4391479,-25.3319376,732.2,72.1061,REF,-1.48150531,0.3249451771,-0.56960031,-1.8927897000000016
butanone,378.15,-23.77414272,-25.72808642,736.21,72.1061,REF,-1.53404071,0.2981788402,-0.6100328,-1.9539437
butanone,373.15,-24.11189277,-26.12487548,740.26,72.1061,REF,-1.58922272,0.2715774691,-0.65359617,-2.0129827099999993
butanone,368.15,-24.45236622,-26.52190741,744.34,72.1061,REF,-1.64737613,0.2452989609,-0.70062716,-2.0695411900000025
butanone,363.15,-24.79553009,-26.91879607,748.46,72.1061,REF,-1.70883624,0.2195317674,-0.75147842,-2.1232659799999993
butanone,358.15,-25.14135041,-27.31497263,752.61,72.1061,REF,-1.7740679,0.1944460057,-0.80662206,-2.1736222199999986
butanone,353.15,-25.4897924,-27.71006199,756.81,72.1061,REF,-1.84344193,0.1702808063,-0.86645388,-2.220269590000001
butanone,348.15,-25.84082069,-28.10352609,761.04,72.1061,REF,-1.91745234,0.147250487,-0.93148172,-2.262705399999998
butanone,343.15,-26.1943995,-28.49492265,765.3,72.1061,REF,-1.99656069,0.1255906431,-1.00218509,-2.30052315
butanone,338.15,-26.55049287,-28.8838186,769.61,72.1061,REF,-2.08124979,0.1055214131,-1.07905938,-2.333325730000002
butanone,333.15,-26.90906493,-29.26986963,773.95,72.1061,REF,-2.17197323,0.0872407279,-1.16256555,-2.360804699999999
butanone,328.15,-27.27008015,-29.65285305,778.34,72.1061,REF,-2.26913149,0.0709047792,-1.25310284,-2.3827729000000026
butanone,323.15,-27.63350359,-30.03269462,782.76,72.1061,REF,-2.37304986,0.0566094222,-1.35098391,-2.399191030000001
butanone,318.15,-27.99930125,-30.40949655,787.23,72.1061,REF,-2.48395348,0.0443775924,-1.45640835,-2.4101953000000016
butanone,313.15,-28.36744033,-30.78355234,791.73,72.1061,REF,-2.60194923,0.0341546041,-1.56944449,-2.416112009999999
butanone,308.15,-28.73788959,-31.15530769,796.28,72.1061,REF,-2.72704407,0.0258117409,-1.69004905,-2.417418099999999
butanone,303.15,-29.11061966,-31.52533839,800.87,72.1061,REF,-2.85915302,0.0191623462,-1.81807867,-2.4147187300000006
butanone,298.15,-29.48560345,-31.89428057,805.5,72.1061,REF,-2.9981428,0.0139824004,-1.95333761,-2.40867712
