Solvent,Temperature_K,mu_self,mu_solv,Solvent_density,Solvent_MolWeight,Method,log10_x,w,log10_S,delta_mu
triethylamine,343.15,1.3658688,-1.04492777,693.79,101.1906,REF,-1.47164544,0.0742511788,-0.64193366,-2.41079657
triethylamine,338.15,1.10057361,-1.56841516,697.8,101.1906,REF,-1.46850643,0.0747670686,-0.63635406,-2.6689887700000003
triethylamine,333.15,0.82944309,-2.101397,701.86,101.1906,REF,-1.46287282,0.0757015436,-0.62830752,-2.9308400900000002
triethylamine,313.15,-0.31423366,-6.38348276,718.51,101.1906,REF,0.0,,0.0,-6.0692490999999995
triethylamine,308.15,-0.6150239,-7.12154079,722.79,101.1906,REF,0.0,,0.0,-6.50651689
triethylamine,303.15,-0.92174984,-7.87709662,727.1,101.1906,REF,0.0,,0.0,-6.955346779999999
triethylamine,298.15,-1.23438398,-8.64932705,731.47,101.1906,REF,0.0,,0.0,-7.41494307
h2o,403.15,4.12814181,8.95232879,802.62,18.0153,REF,-3.74571169,0.0023110105,-2.09753594,4.8241869799999995
h2o,398.15,3.9249904,8.72711089,806.88,18.0153,REF,-3.90121363,0.0016165112,-2.25053194,4.80212049
h2o,393.15,3.71738099,8.49139277,811.17,18.0153,REF,-4.05731207,0.0011289529,-2.40418268,4.774011779999999
h2o,388.15,3.50516833,8.24553449,815.48,18.0153,REF,-4.21431461,0.0007867025,-2.55877718,4.740366160000001
h2o,383.15,3.28820878,7.98971836,819.83,18.0153,REF,-4.37244252,0.0005467374,-2.71452379,4.70150958
h2o,378.15,3.06636144,7.72401094,824.21,18.0153,REF,-4.53186036,0.000378816,-2.87157798,4.6576495
h2o,373.15,2.83948933,7.44840517,828.62,18.0153,REF,-4.69269608,0.0002616011,-3.0300613,4.60891584
h2o,368.15,2.6074606,7.16285088,833.06,18.0153,REF,-4.85505593,0.0001800165,-3.19007548,4.555390279999999
h2o,363.15,2.37014979,6.86727569,837.53,18.0153,REF,-5.01903481,0.0001234117,-3.35171221,4.4971258999999995
h2o,358.15,2.12743908,6.56160088,842.04,18.0153,REF,-5.18472438,8.42718e-05,-3.51506093,4.4341618
h2o,353.15,1.87921951,6.2457529,846.57,18.0153,REF,-5.35221922,5.73058e-05,-3.68021462,4.366533390000001
h2o,348.15,1.62539208,5.9196717,851.14,18.0153,REF,-5.52162157,3.87975e-05,-3.84727441,4.29427962
h2o,343.15,1.3658688,5.58331683,855.74,18.0153,REF,-5.69304509,2.61448e-05,-4.01635317,4.21744803
h2o,338.15,1.10057361,5.23667169,860.37,18.0153,REF,-5.86661784,1.75314e-05,-4.18757844,4.13609808
h2o,333.15,0.82944309,4.87974612,865.04,18.0153,REF,-6.04248466,1.16937e-05,-4.36109467,4.05030303
h2o,328.15,0.55242703,4.51257799,869.74,18.0153,REF,-6.22080909,7.755829e-06,-4.53706515,3.9601509599999996
h2o,323.15,0.26948871,4.13523362,874.47,18.0153,REF,-6.40177489,5.112855e-06,-4.71567345,3.86574491
h2o,318.15,-0.01939498,3.74780738,879.24,18.0153,REF,-6.58558726,3.348512e-06,-4.89712467,3.7672023599999998
h2o,313.15,-0.31423366,3.35042043,884.04,18.0153,REF,-6.77247386,2.177538e-06,-5.08164638,3.66465409
h2o,308.15,-0.6150239,2.94321892,888.87,18.0153,REF,-6.96268556,1.405252e-06,-5.26948938,3.5582428200000003
h2o,303.15,-0.92174984,2.52637161,893.74,18.0153,REF,-7.15649707,8.993795e-07,-5.46092838,3.44812145
h2o,298.15,-1.23438398,2.10006701,898.64,18.0153,REF,-7.35420758,5.704697e-07,-5.65626252,3.33445099
h2o,403.15,4.12814181,8.95232879,802.62,18.0153,REF,-3.74571169,0.0023110105,-2.09753594,4.8241869799999995
h2o,398.15,3.9249904,8.72711089,806.88,18.0153,REF,-3.90121363,0.0016165112,-2.25053194,4.80212049
h2o,393.15,3.71738099,8.49139277,811.17,18.0153,REF,-4.05731207,0.0011289529,-2.40418268,4.774011779999999
h2o,388.15,3.50516833,8.24553449,815.48,18.0153,REF,-4.21431461,0.0007867025,-2.55877718,4.740366160000001
h2o,383.15,3.28820878,7.98971836,819.83,18.0153,REF,-4.37244252,0.0005467374,-2.71452379,4.70150958
h2o,378.15,3.06636144,7.72401094,824.21,18.0153,REF,-4.53186036,0.000378816,-2.87157798,4.6576495
h2o,373.15,2.83948933,7.44840517,828.62,18.0153,REF,-4.69269608,0.0002616011,-3.0300613,4.60891584
h2o,368.15,2.6074606,7.16285088,833.06,18.0153,REF,-4.85505593,0.0001800165,-3.19007548,4.555390279999999
h2o,363.15,2.37014979,6.86727569,837.53,18.0153,REF,-5.01903481,0.0001234117,-3.35171221,4.4971258999999995
h2o,358.15,2.12743908,6.56160088,842.04,18.0153,REF,-5.18472438,8.42718e-05,-3.51506093,4.4341618
h2o,353.15,1.87921951,6.2457529,846.57,18.0153,REF,-5.35221922,5.73058e-05,-3.68021462,4.366533390000001
h2o,348.15,1.62539208,5.9196717,851.14,18.0153,REF,-5.52162157,3.87975e-05,-3.84727441,4.29427962
h2o,343.15,1.3658688,5.58331683,855.74,18.0153,REF,-5.69304509,2.61448e-05,-4.01635317,4.21744803
h2o,338.15,1.10057361,5.23667169,860.37,18.0153,REF,-5.86661784,1.75314e-05,-4.18757844,4.13609808
h2o,333.15,0.82944309,4.87974612,865.04,18.0153,REF,-6.04248466,1.16937e-05,-4.36109467,4.05030303
h2o,328.15,0.55242703,4.51257799,869.74,18.0153,REF,-6.22080909,7.755829e-06,-4.53706515,3.9601509599999996
h2o,323.15,0.26948871,4.13523362,874.47,18.0153,REF,-6.40177489,5.112855e-06,-4.71567345,3.86574491
h2o,318.15,-0.01939498,3.74780738,879.24,18.0153,REF,-6.58558726,3.348512e-06,-4.89712467,3.7672023599999998
h2o,313.15,-0.31423366,3.35042043,884.04,18.0153,REF,-6.77247386,2.177538e-06,-5.08164638,3.66465409
h2o,308.15,-0.6150239,2.94321892,888.87,18.0153,REF,-6.96268556,1.405252e-06,-5.26948938,3.5582428200000003
h2o,303.15,-0.92174984,2.52637161,893.74,18.0153,REF,-7.15649707,8.993795e-07,-5.46092838,3.44812145
h2o,298.15,-1.23438398,2.10006701,898.64,18.0153,REF,-7.35420758,5.704697e-07,-5.65626252,3.33445099
h2o,403.15,4.12814181,8.95232879,802.62,18.0153,REF,-3.74571169,0.0023110105,-2.09753594,4.8241869799999995
h2o,398.15,3.9249904,8.72711089,806.88,18.0153,REF,-3.90121363,0.0016165112,-2.25053194,4.80212049
h2o,393.15,3.71738099,8.49139277,811.17,18.0153,REF,-4.05731207,0.0011289529,-2.40418268,4.774011779999999
h2o,388.15,3.50516833,8.24553449,815.48,18.0153,REF,-4.21431461,0.0007867025,-2.55877718,4.740366160000001
h2o,383.15,3.28820878,7.98971836,819.83,18.0153,REF,-4.37244252,0.0005467374,-2.71452379,4.70150958
h2o,378.15,3.06636144,7.72401094,824.21,18.0153,REF,-4.53186036,0.000378816,-2.87157798,4.6576495
h2o,373.15,2.83948933,7.44840517,828.62,18.0153,REF,-4.69269608,0.0002616011,-3.0300613,4.60891584
h2o,368.15,2.6074606,7.16285088,833.06,18.0153,REF,-4.85505593,0.0001800165,-3.19007548,4.555390279999999
h2o,363.15,2.37014979,6.86727569,837.53,18.0153,REF,-5.01903481,0.0001234117,-3.35171221,4.4971258999999995
h2o,358.15,2.12743908,6.56160088,842.04,18.0153,REF,-5.18472438,8.42718e-05,-3.51506093,4.4341618
h2o,353.15,1.87921951,6.2457529,846.57,18.0153,REF,-5.35221922,5.73058e-05,-3.68021462,4.366533390000001
h2o,348.15,1.62539208,5.9196717,851.14,18.0153,REF,-5.52162157,3.87975e-05,-3.84727441,4.29427962
h2o,343.15,1.3658688,5.58331683,855.74,18.0153,REF,-5.69304509,2.61448e-05,-4.01635317,4.21744803
h2o,338.15,1.10057361,5.23667169,860.37,18.0153,REF,-5.86661784,1.75314e-05,-4.18757844,4.13609808
h2o,333.15,0.82944309,4.87974612,865.04,18.0153,REF,-6.04248466,1.16937e-05,-4.36109467,4.05030303
h2o,328.15,0.55242703,4.51257799,869.74,18.0153,REF,-6.22080909,7.755829e-06,-4.53706515,3.9601509599999996
h2o,323.15,0.26948871,4.13523362,874.47,18.0153,REF,-6.40177489,5.112855e-06,-4.71567345,3.86574491
h2o,318.15,-0.01939498,3.74780738,879.24,18.0153,REF,-6.58558726,3.348512e-06,-4.89712467,3.7672023599999998
h2o,313.15,-0.31423366,3.35042043,884.04,18.0153,REF,-6.77247386,2.177538e-06,-5.08164638,3.66465409
h2o,308.15,-0.6150239,2.94321892,888.87,18.0153,REF,-6.96268556,1.405252e-06,-5.26948938,3.5582428200000003
h2o,303.15,-0.92174984,2.52637161,893.74,18.0153,REF,-7.15649707,8.993795e-07,-5.46092838,3.44812145
h2o,298.15,-1.23438398,2.10006701,898.64,18.0153,REF,-7.35420758,5.704697e-07,-5.65626252,3.33445099
